Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Luxembourg,LUX,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,7100,9100,8200,7500,7900,8000,8200,8300,8600,8600,6000,6200,7300,6900,7500,7900,9200,10300,10400,10600,12300,13200,15200,15300,18900,7300,8200,23200,24600,29900,34007,38239,25102,40831,42447,42304,43777,47209,47639,51932,38716,38937,43021,44059,47215,48569,48255,48289,51824,51938,32964.6,36357,
Latvia,LVA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,4700,5400,5200,10900,8200,9900,9100,9816,9508,9364,10360,16159,23112,29067,28182,28915,27123,54589,54241,46732,43836,42107,41376,42392,47885,54356,61692,23100,23795,
Macao SAR - China,MAC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11673,14161,15378,14355,21126,23572,25154,25016,19009,14258,13411,14368,15890,17859,20158,21472,23574,22924,24411,28685,6470,6773
St. Martin (French part),MAF,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,10100,12900,12800,16800,17200,19500,24500,25200,25000,24400,14800,17200,8700,17800,13700,11600,12200,12600,13600,14100,27100,18600,25800,37400,34500,32700,32000,35100,40100,43900,44542,44262,37160,35937,41526,48651,55239,68847,61298,62037,75306,69940.91248,61161.3007,68700,72345,75044,80085,86735,80154,91254,32519,50340,
Monaco,MCO,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,5800,5800,5800,5800,9400,9400,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12700,28900,31479,29905,14959,14024,12022,12249,14092,15170,13071,10351,10067,10603,11034.54545,10956,10928.727,10728,611,3,3,3,,,
Moldova,MDA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3400,3800,1600,3300,1100,3682,3866,3862,4333,4657,4392,4248,4654,4933,5047,6571,7147,6560,7500,8400,8739,9625,14116,13590,11899,2851.909,4934,
Madagascar,MDG,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,17600,17600,16200,16000,16500,16600,20500,23100,24300,23900,24500,21000,15100,15000,16500,16200,15600,15700,16100,15300,17200,14300,15300,16900,16200,17800,17200,16800,18300,18600,20491,20129,9433,17202,18016,17911,14142,37310,11861,9566,11714,12332.72727,13267,9451,10385,8852,7230,7650,10170,10600,4225.333,2038,
Maldives,MDV,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,300,500,600,700,700,800,500,500,500,500,800,900,700,700,700,800,800,800,800,2600,4000,4100,3300,6000,4400,5970,3286,3417,3520,4224,4520,5108,5006,5006,4971,,,,,26849,31472,33006,33904,26678,27199,9045,7647.367,
Middle East & North Africa,MEA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,157700,174900,184900,201500,232400,242100,284900,311300,341300,341700,353100,361800,357800,389900,394100,382900,389900,381200,406400,414200,415100,385000,441300,467800,491800,483000,519600,545200,535600,571700,613217,665244,621484,683657,701240,590992,648841,707006,680702,1003079,1267722.284,1292819.15,1353694.092,1427157.5,1501061.142,1561886,1691849,1780821.468,1812409.754,1844219.272,811860.46,1087594.114,
Mexico,MEX,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,56500,49600,64800,91200,101600,112100,115300,111900,115200,129300,177100,151800,144800,202300,200700,204600,187100,189000,141400,152200,177300,189300,228400,246600,272100,225100,222700,264100,292100,328300,290412,292208,278456,287017,330441,331225,317856,309633,266244,222356,445796.033,386063.9941,415279.823,435792.09,457921.907,508614,555984,567921,583408,605632,322333,445488,
Marshall Islands,MHL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2600,2800,3300,3300,5500,5500,8800,8300,4600,3900,3600,3700,2324,2744,3876,3911,3683,3083,3573,3508,3510,3480,,,,,,,,2218,2244,1967,1918,2478,
Middle income,MIC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,1369000,1474800,1561500,1548700,1599900,1703200,1800400,1827100,1922700,2070400,2211400,2244100,2283300,2389500,2444000,2444900,2533400,2528600,2676500,3630100,3739700,3813100,3929600,4072200,4065900,4121900,4068558,4449808,4392074,4350919,4983353,5274329,5763971,6342384,6472571,6880036,8656991.732,9346248.418,9890805.59,10579105.91,11443594.76,12127023,12849372,13655292.14,14532144.29,14821891.12,8423706.952,9476269.052,
North Macedonia,MKD,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3400,3500,4900,3900,7600,6400,8047,4673,1964,2263,2398,2277,2368,2605,2813,1389,,,,,,,,,,,,,
Mali,MLI,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,3600,2800,2700,2600,2600,2600,2900,3100,3100,3700,3800,3600,3800,3600,3400,3100,1700,100,,,,,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,,,,,,,,,4656,5580,2753,360,0,,,,,,,,
Malta,MLT,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,2400,1900,1500,1700,2100,2400,2400,2500,3400,3600,4300,4600,4800,4400,4000,4000,4500,4700,5300,6000,6600,6800,7500,9500,11300,12800,13600,13400,12700,14100,15394,15056,14594,14390,14356,14768,15359,16895,17334,18362,16828,14891,13845,14257,14022,13639,12305,12799,20903,19317,6289.09,5635,
Myanmar,MMR,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,21700,22500,22900,23500,17900,17100,17200,17400,17400,18500,19400,19500,21500,22300,21700,22500,22500,22500,22600,13800,13800,13800,13800,13800,13800,14500,14500,14500,14700,11300,10329,9709,20624,20611,24729,26460,28700,29235,29514,28499,20485,32354,37798.82982,38028,49599,51652,65643,62480,64397.96449,64320,30407.914,20653.338,
Middle East & North Africa (excluding high income),MNA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,105400,112300,121700,139000,154700,165800,191100,197100,203000,189400,185000,184200,187400,213000,210200,199700,211900,208800,220900,225700,223400,211300,218800,224500,233400,229500,249200,277600,271000,271700,296322,356337,297723,340925,333384,360734,391697,412178,382907,419054,556612.1772,530059.4339,511465.2853,556102.5,571311.1416,510478,556552,624693.468,636327.7535,637401,282665.37,380154.114,
Montenegro,MNE,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411,,4978,4974,5560,,,,,10064.00869,7707,7485,7164,6492,6864,6842,6436,6887,7192,,20,
Mongolia,MNG,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800,17900,10000,10000,10500,10500,4900,4900,2200,6200,5947,6264,7358,6702,5332,6169,6158,5592,4783,6528,7194.258441,9611.028261,4212,5705.56147,5219,6009,5277,7777,8310,3166,1435,
Northern Mariana Islands,MNP,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,4600,8000,4300,5300,5500,6100,5400,5500,6200,4500,2500,2900,3300,4700,4900,5600,5100,4400,3700,3800,3200,3800,4600,5000,5900,6698,7257,7501,7662,8585,9768,10490,10791,10943,11260,13705,12957,13263.25147,19596,19763.59968,18924,15911,11955,10479,12178,6779,7583,
Mauritania,MRT,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,5600,4800,4600,4000,3900,4200,4400,4700,4700,4800,4900,4800,4900,4900,4000,4100,4400,4100,4200,4200,3600,4300,4200,4400,4400,4600,4800,4900,4900,3600,3761,2230,1510,1612,1686,1720,1725,1833,1159,1114,6373,4235,3077,3984,4044,4277,4307,5331,4910,5566,2205,4104,
Mauritius,MUS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,300,300,300,300,400,400,400,1300,1400,4200,5300,5000,5100,5400,6000,6400,6500,5800,5900,6400,8400,7700,7700,8000,8200,8900,9400,11000,11000,10700,12162,12269,12720,12969,14791,14743,13692,12090,11742,11144,11750,12353,12258,12079,12131,12646,13614,14842,14940,14937,4319,2348,
Malawi,MWI,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,3800,4400,4400,4300,4300,5000,3900,4900,4700,4200,3300,3500,4500,3700,6000,5700,4400,3000,1600,3500,3600,4000,3800,3300,3400,3500,3500,3600,3600,4400,4806,4708,4620,4940,5290,5446,5528,5888,4416,4376,3340.390123,3172,3201.166922,1644,1644,1687,1818,2327,2327,1354,367.394,405.023,
Malaysia,MYS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,27700,31300,38600,63400,70700,72800,73700,71000,71900,75100,88600,97800,95800,95100,95100,94700,94100,101400,109400,111900,130500,145800,164800,164500,175000,178200,188300,194100,174000,164800,169263,169840,189382,166716,170054,176152,163665,185052,176549,182002,302185.2225,336401,343382,430334.4578,443318.55,463740,447001,473610.67,474940,498878,167785,83981.767,
North America,NAC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,5404400,5291700,5276600,5407100,5022300,4939900,5043400,5143900,5206200,5399500,5344700,5011900,4916100,5136200,5549800,5905800,6449000,6731800,7009400,6892300,7195400,6881700,6836800,6671500,7503500,7965000,8337600,8253700,8142200,8831000,9784346,9517253,8302667,8825200,10554981,10988079,10781083,11004451,10254839,10380744,11329725.62,11303511.62,11144558.19,11008795.34,10846743,10820701,11000033,11082914,11130969,11315014,6687141,8576845.076,
Namibia,NAM,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100,9400,6300,6300,6800,7200,7400,7500,5500,5161,5131,5080,6034,6137,6455,6513,6942,5450,5439,8836,9400,11711,8568,9197,10606,11759,13876,14543,1806,593.365,32.358,
New Caledonia,NCL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,2900,2900,2600,2700,2700,2700,2900,2800,2900,2900,3100,3000,2500,2500,2400,1100,2300,2200,2300,1100,500,1200,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,,,,,,,,,0,0,1416,1044,407,469,471,471,,,,447,
Nigeria,NGA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,9400,11700,14500,16900,17200,19200,24900,30800,33500,35400,39100,37800,26700,28600,27700,37500,32600,30100,19700,15900,17400,14900,12500,11900,11200,6600,5600,6400,7500,8400,12761,10667,13154,8987,8254,10227,16045,16936,18005,16851,61789,68014.27634,65631.50707,59182,61512.45295,61474,53971,53696,75594.72652,68734,51519.349,74453.146,
Nicaragua,NIC,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,4400,4700,5000,10100,10100,10500,9800,5900,5900,5900,4200,3600,1800,1900,2200,2300,2000,2000,2000,3600,3900,3900,4200,600,700,800,800,800,800,500,452,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,84200,84800,85900,87500,88700,85100,85300,89100,93300,93100,93800,91700,97000,96000,94600,98700,102600,118100,121700,122200,115000,130500,173200,189800,176800,203100,206000,185700,188200,224400,229386,222539,250114,248246,254647,241084,250811,259827,262848,291713,268542.0058,293885.8398,307221,312910,304795,309089,334240,342097,330963.296,361156,170981.388,206208.068,
Norway,NOR,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,83600,96500,110700,120900,126900,137700,141700,149700,150000,167800,171100,158800,161100,169400,177100,190500,229900,233300,222600,221400,233500,228000,253700,249800,259200,266500,279500,301500,305100,334500,320753,306511,270045,248403,254045,,,,,,,,,,,,,,,,,,
Nepal,NPL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,11800,11500,11400,12000,12000,11800,12200,12300,12900,16800,17600,17000,16900,16600,19500,20300,20300,16600,24000,25800,25800,23000,22300,21800,25900,27200,28400,28400,28600,12000,12130,12306,4324,4912,5846,6255,6920,6918,6952,6804,45990,44126,34745,30612,19560,19395,24063,58880,97598,27035,35894,28642,
Nauru,NRU,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,342,399,116,96,612,707,862,842,1023,1351,335,255,
New Zealand,NZL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,83600,86600,90600,96900,103700,103400,98100,89100,90200,91500,87700,78000,75000,78600,90500,96200,93100,98700,111500,126500,128300,109200,122900,123600,125800,127600,187400,256800,236100,227500,240046,266139,242720,247388,196657,209469,220990,219243,220375,217178,207872,206937,203388,203520,189722,186209,181125,184762,187851,192514,123038.32,135902.983,
OECD members,OED,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,8147600,8263700,8254700,8409000,7796100,7633500,7824900,8158300,8367500,8666100,8640600,8176300,8193100,8508000,8971400,9443800,10152300,10633200,11155300,11302500,11832500,11517500,11936900,12024600,13152600,13849900,14663400,15188600,15371000,16409600,17624505,17392600,16063702,16602403,18407015,18709113,18809257,19348839,18688257,18650104,20927396.79,21094558.13,20984277.38,21039809.3,21081416.37,21455548,22020267,22182317.92,22460256.79,22822190.73,11609007.87,14702405.54,
Oman,OMN,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,4700,5400,6200,6300,7200,8300,9500,10000,8700,9500,10100,10500,9600,10200,10800,11400,12300,11400,14400,16200,18800,15700,17900,17500,16300,22200,22322,23213,23168,27751,31871,,,,,25542,32850,35560,39638,46816,47126,56544,61956,71293,76672,79436,19013,18219,
Other small states,OSS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,106600,108600,111900,120400,128300,126600,136200,148200,153600,158900,171600,177400,180500.001,,,,,,,,,,,304617.0264,319463.0779,358016.4423,356192,,427339,472428,,463611.3026,439983,,,
Pakistan,PAK,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,44300,34000,23600,24300,26700,32000,37300,39900,43100,45000,45300,40600,41200,43800,45100,48200,52000,53800,60700,62500,66100,65700,69700,70300,69200,69400,70000,73300,68600,74400,63956,52616,41917,44731,50309,48905,51296,51029,52165,50939,64932,72695,72232,61820,57956,65749,70005,51019,48542,49749,27903.88,36260.96,
Panama,PAN,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,16000,16400,16700,11500,11500,9300,10900,11700,10600,11300,8700,6500,9700,6800,6800,6900,7000,7000,7200,6900,5400,5500,7500,9500,10700,16400,16600,17800,21700,21200,25225,24867,21883,25702,27434,30392,33003,40645,46292,66236,73316.7504,79391,82753,135428,132689.7248,137955,143126,112742,111583,110042,32578,71789,
Peru,PER,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,16500,11800,15300,15300,28900,29300,30900,31200,30300,29900,32100,31700,32200,32400,29900,28800,32100,35600,33600,26000,22100,21500,21200,25000,30600,37300,35200,43200,44800,37300,29387,44487,37482,36947,46917,60819,56072,61958,67840,65885,84408.11532,100131,106167,115817.3964,117800,129786,129880,130792,141025.363,141311,42395.999,70558,
Philippines,PHL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,95100,69000,65300,66900,62700,67800,70000,63400,58000,61700,48900,48300,51100,56800,57000,57700,62900,67400,71200,74200,70100,63200,65100,60800,61600,64000,64700,65500,61800,40300,44547,60511,57193,56235,56647,58944,61712,65212,72333,87028,205318,225789.6836,241698.559,200532,287460,325859,345482,273159,292450,320569,88024,71556,
Palau,PLW,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,18800,18900,18100,20400,20300,19200,19100,19400,18300,55400,53900,57300,64700,69500,71400,62400,56700,53200,24700,57800,26800,26800,29300,29600,27100,27512,29826,31147,17704,18712,19606,21935,21700,21751,21450,32741,36364.31978,37309.85769,30012,34068,51680,48892,53696,41173,54328,36664,34007,
Poland,POL,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,29500,29400,32100,35200,30800,36900,38200,41000,41500,42700,42700,34100,16400,25800,28800,28400,30700,30200,28900,31500,28600,19600,22400,27600,30500,32100,35900,38300,38400,43800,52371,71799,69842,73137,77690,78992,83451,89289,90031,83053,82630,82052,81194,83336,77094,68326,84075,106424,123903,131419,48381,60781,
Pre-demographic dividend,PRE,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,142500,144200,139200,140600,137800,171200,192600,182200,195900,211400,217900,216700,194700,205800,194500,194600,177600,172100,165000,151800,148400,131500,122600,122400,127000,114800,117300,121400,120000,128400,134784,121438,,,,,,,,,304105.7906,338788.5427,335276.1184,368447.772,355316.604,376858,353162,404599.38,474721.2111,486296.09,192897.4234,291021.164,
Puerto Rico,PRI,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea  Dem. People's Rep.,PRK,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,7600,9100,,,,,,4900,4900,5500,5700,5600,5600,5400,5400,5500,5400,5500,5800,5800,5800,5800,6100,6100,6100,6400,6400,6900,1000,1300,1332,1305,1396,1354,1652,1768,1839,1949,1986,1865,725,732,890,3576,498.340249,483,522,460,472,526,44,9.328
Portugal,PRT,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,47600,53500,58100,65100,66400,32800,28200,29200,30800,31400,33500,34100,35100,35300,33900,31000,31700,34600,39500,40300,45000,47000,59900,63300,65900,71600,80500,94700,97600,117200,112462,96049,112324,117404,127025,148604,119668,138093,159135,123551,111961.4079,129004,131870,158096,157702,160003,154448,170444,182753,186711,73742.363,97777,
Paraguay,PRY,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,4400,4500,4100,4100,4100,4100,4200,5700,5800,5900,6300,5900,5900,6000,6400,6600,7300,7800,6400,6200,6100,7300,7400,13600,6800,900,10200,4200,4400,8000,7556,8173,8497,8557,9104,10059,9807,10351,10522,9758,6459,6873.73285,6594,6408,5496,4116,3864,3454,10160,8090,1747,1917,
West Bank and Gaza,PSE,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,32500,32200,35000,32300,33100,35900,45500,45600,45400,45400,51700,44600,52800,60700,65400,111300,121400,89300,87674,95413,72759,67062,69538,70306,78717,77907,78100,78761,51069,36808.25228,34691.98417,35340,51276,55485,58321,62670,65342,64745,34128.644,26870.421,
Post-demographic dividend,PST,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,7862000,7996500,7982800,8109600,7522800,7372300,7562100,7898000,8100600,8387000,8328300,7901900,7878500,8142800,8615800,9092400,9831200,10310800,10835900,10937400,11438000,11229100,11615900,11684200,12761400,13485000,14270600,14686400,14791900,15678400,16933507,16714073,15385330,15869640,17597666,17822494,17855201,18271239,17590453,17494249,19410119.83,19559119.98,19344793.67,19289671.06,19202136.99,19396035,19781310,19856333.92,20014360.91,20337590.65,10438219.91,12898826.45,
French Polynesia,PYF,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,4700,5400,6200,6300,7200,8300,9500,10000,8700,9500,10100,10500,9600,8800,9400,10000,10900,10000,12900,14700,15200,13400,15400,14400,12300,22600,26652,27049,34364,28370,34931,45964,53327,62689,68818,77178,90819,109525,128402,139869,151703,170582,200927,194389,197811,207143,127046,156726,
Romania,ROU,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,6600,6600,6900,8400,13600,13200,15900,22000,17900,18100,18200,12500,17100,18700,22100,23000,24600,23700,23000,24100,22000,20200,16100,18100,21300,22200,17100,25600,15400,17900,23298,20781,17748,26844,30524,38995,42754,51222,55386,57893,61515,57823,51685,43956,42249.8,45596,46733,52063,55637,58509,22125,30789,
Russian Federation,RUS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815400,683400,586300,464700,395300,280500,321400,314621,329935,345262,350963,398958,390824,421170,467670,522577,475261,523759,596042,636748,678071,747804,767043,746446,815708,885094,940499,623201,825994,
Rwanda,RWA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,1000,3500,3500,3400,3500,900,1900,900,700,500,1500,500,500,500,,,,,,,,,,,,,,,,5867,7265,10410,11532,12096,3205,4314,18134,19133,19419,8494.839,9412.931,
South Asia,SAS,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,162000,120100,140800,150700,129200,158000,166600,175000,183600,184000,185200,184400,187700,199800,209400,235900,250800,257800,268700,272600,245300,234900,242700,228400,257300,298700,284100,314700,323400,291800,296548,294067,299963,338691,391577,419742,548761,666865,691007,700428,799070.0047,894201.0318,864800.1922,900742.4,966479.12,1026248,1173973,1313166,1476056.363,1427588,714804.484,877794.064,
Saudi Arabia,SAU,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,25200,26400,26000,25000,29500,35500,47700,64800,74500,84100,94400,100400,99000,101400,103700,100500,95500,91000,92700,89900,92700,79000,95100,100000,102500,98100,100700,100300,101100,106900,108981,107984,108598,108322,113329,116280,131528,150521,148335,156500,177608,193536,208986,216636,232908,236468,256635,270924,267295,317209,144771,219247,
Sudan,SDN,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,9300,9500,9100,9100,9200,9200,9800,10300,10500,10600,10400,7800,7800,9000,9200,7900,5100,6400,5500,8000,9100,6800,8400,10000,10600,9300,9800,5500,4400,7500,7753,7562,7523,7849,8435,8695,8839,9418,7219,7178,10897,16727.08824,13525.49633,9432,6852,6021,3165,5831,3178,3116,2261,15413,
Senegal,SEN,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,4100,4200,4000,4100,4100,4200,4500,4400,4500,4500,5800,5600,5800,6000,6100,6200,3800,3700,3800,3800,3500,4200,4100,4300,4300,4500,4700,4800,3600,2400,2415,2606,6471,2396,6166,6441,0,,,0,0,5251,7730,5808,4044,3656,582,1087,5817,10215,4377,6285.619,
Singapore,SGP,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,27700,31300,30300,21300,22800,23800,25700,27500,30300,32800,32500,29900,29900,34600,29800,31100,31600,32900,34900,32000,30500,35000,39100,43100,46100,51600,57200,60700,61700,68400,71042,72431,72444,64117,76253,77119,84747,87564,91387,83772,131721.9156,144696.8755,157939.3178,165239.07,183398.5576,181563,207203,203615,208787,215014,64267,56482,
Solomon Islands,SLB,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,8500,9200,10000,9600,10700,10900,10700,11100,11100,11100,11100,11100,11100,3800,4000,10400,10800,10800,11000,12500,11481,12496,13011,9745,11512,12318,13883,13640,13649,13529,7388,7048.954611,6659.698359,11352,11532,13107,13711,14365,14365,11094,6680.904,5488.635,
Sierra Leone,SLE,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,1900,3000,3100,3100,3100,3200,600,600,600,3100,3100,3100,1900,1500,700,500,,100,100,200,200,200,0,0,,202,139,138,138,156,164,171,183,181,186,0,2085,2145,,,,,,,,,,
El Salvador,SLV,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,8800,9400,8700,8800,9000,9200,9500,12000,11900,8700,8100,8100,9000,8300,9200,9400,9700,9500,9400,9600,10700,12400,14600,15500,18800,20000,20900,19100,19400,32000,37098,26059,19407,22063,23660,23964,24879,22465,21056,19339,20961.27709,24699,26622,29114,31662,28671,28670,27995,27601,26305,8743.635,13969,
San Marino,SMR,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,1900,2500,2600,2700,2800,2800,2800,2700,2800,2800,3000,2600,2200,2300,2600,2400,2700,2800,2500,1600,1600,900,,,,,,,,,,,,,,,,,,,2716.909928,2815,2791,3540,3444,,98,98,995,1060,,,
Serbia,SRB,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,19935,17205,19729,17048,19664,19971,19568,17208,16893,17303,16841,18156,28944,31304,31958,29705,28160,30964,12773,17412,
Sub-Saharan Africa (excluding high income),SSA,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,220000,228000,224700,228200,220100,253200,279800,260600,274000,299000,319400,332600,317200,323100,316800,321700,288600,291800,285800,296600,301300,305600,296300,289100,290100,264900,276400,319700,313400,319300,335069,328777,297804,319863,337379,360846,358736,400752,354861,361975,578696.62,624597.4445,649833.2497,689280.772,665781.1268,703831,701537,760811,843583.2111,857966.09,370198.5464,525625.861,
South Sudan,SSD,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Air transport - registered carrier departures worldwide,IS.AIR.DPRT,,,,,,,,,,,220000,228000,224700,228200,220100,253200,281800,262600,276000,301000,321400,334600,323400,329300,326600,334200,304800,306600,300500,311500,317100,321900,302300,302700,303500,278900,293600,337600,332300,337800,354035,349026,320253,338510,356660,380427,378262,421479,366757,373213,591685.62,638799.4445,661095.2497,703872.772,680337.1268,720955,720715,781350,862254.2111,876670.09,378675.5464,534427.861,
